Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
44318,North Africa,13-Dec-17,2017,Dec,1,,1,,1,,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44319,North Africa,13-Dec-17,2017,Dec,3,,3,,,,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44320,North Africa,13-Dec-17,2017,Dec,3,,3,,,3,,Harsh conditions,"Unspecified location in the Sahara desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.718750000000, 28.661972470000",,,Northern Africa,2
44316,North Africa,12-Dec-17,2017,Dec,3,,3,,,,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.677734380000, 24.956491290000",,,Northern Africa,2
44317,North Africa,12-Dec-17,2017,Dec,4,,4,,,,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.062500000000, 25.195311080000",,,Northern Africa,2
44388,US-Mexico Border,9-Dec-17,2017,Dec,2,,2,,,2,,Hypothermia,"Cage Ranch, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,"27.109369900000, -98.212334600000",Central America to US,,Northern America,5
44389,US-Mexico Border,9-Dec-17,2017,Dec,3,,3,,,3,,Hypothermia,"Dos Jefes Pasture, Laborcitas Creek Ranch, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,"27.240319400000, -98.204450400000",Central America to US,,Northern America,5
50809,Sub-Saharan Africa,9-Dec-17,2017,Dec,2,,2,,2,,,Vehicle Accident,"Taza, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"15.367289000000, 5.205284000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
50810,North Africa,9-Dec-17,2017,Dec,3,,3,,,3,,Vehicle Accident,"Sahara desert, near Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"26.684275000000, 14.389703000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
44024,US-Mexico Border,9-Dec-17,2017,Dec,1,,1,,,1,,Hypothermia,"Colonia Pima 2, northeast Nogales, Sonora, Mexico","El Diaro de Sonora, InfoNogales","31.329820649800, -110.920176967090",Central America to US,"http://bit.ly/2Av0cCl, http://bit.ly/2BagwrF",Central America,3
44048,US-Mexico Border,9-Dec-17,2017,Dec,2,,2,,,,,Hypothermia,"Near Highway 281, north of the Falfurrias U.S. Border Patrol checkpoint, Brooks County, Texas, USA",U.S. Border Patrol,"27.205835954845, -98.140193069189",Central America to US,http://bit.ly/2D14Ci9,Northern America,5
44315,North Africa,9-Dec-17,2017,Dec,2,,2,,,2,,Starvation,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.741699220000, 29.277115800000",,,Northern Africa,2
44023,US-Mexico Border,8-Dec-17,2017,Dec,1,,1,14,,1,,Hypothermia,"Big Bend area, near Marfa, Presidio County, Texas, USA",U.S. Border Patrol,"29.127486900000, -103.242537900000",Central America to US,"http://bit.ly/2iUG8OU, http://bit.ly/2l1uhCP, http://bit.ly/2ABOp5C",Northern America,5
44035,Mediterranean,8-Dec-17,2017,Dec,3,5,8,4,,3,,Drowning,"Off Plage de Messida, El Kala, wilaya of El Tarf, Algeria, en route to Italy",Le Quotidien d'Oran,"36.949195213437, 8.448509527539",Central Mediterranean,"http://bit.ly/2javfZd, http://bit.ly/2Cz4wNx",Uncategorized,3
44047,US-Mexico Border,8-Dec-17,2017,Dec,1,,1,,1,,,Hypothermia,"Ranch near Hidalgo, Hidalgo County, Texas, USA",U.S. Border Patrol,"26.458255427725, -98.221984545508",Central America to US,http://bit.ly/2D14Ci9,Northern America,5
44312,North Africa,8-Dec-17,2017,Dec,1,,1,,,1,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44313,Sub-Saharan Africa,8-Dec-17,2017,Dec,2,,2,,,2,,Excessive Physical Abuse,"Calabar, Nigeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"8.341700600000, 4.975716500000",,,Western Africa,2
44314,Sub-Saharan Africa,8-Dec-17,2017,Dec,5,,5,,,5,,Excessive Physical Abuse,"Kidal, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"1.409653500000, 18.452071300000",,,Western Africa,2
50808,North Africa,8-Dec-17,2017,Dec,2,,2,,1,1,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.121689000000, 13.575951000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
44387,US-Mexico Border,7-Dec-17,2017,Dec,1,,1,,,1,,Hypothermia,"Dos Jefes Pasture in Laborcitas Creek Ranch, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,"27.240319400000, -98.204450400000",Central America to US,,Northern America,5
44017,US-Mexico Border,7-Dec-17,2017,Dec,1,,1,14,,1,,Hypothermia,"Paloma Ranch, near Eagle Pass, Maverick County, Texas, USA",U.S. Border Patrol,"27.252321571872, -97.863335577246",Central America to US,"http://bit.ly/2BT4Czx, http://bit.ly/2AqCeZe, http://bit.ly/2A8r7zJ",Northern America,5
44021,US-Mexico Border,7-Dec-17,2017,Dec,1,,1,,,,,Uknown,"Ranch near Falfurrias, Brooks County, Texas ",U.S. Border Patrol,"27.151251312948, -98.203222913672",Central America to US,http://bit.ly/2jz49Pk,Northern America,5
44022,US-Mexico Border,7-Dec-17,2017,Dec,1,,1,,,1,,Hypothermia,"Ranch near Norias, Kenedy County, Texas",U.S. Border Patrol,"26.764312242981, -97.799451947266",Central America to US,http://bit.ly/2jz49Pk,Northern America,5
44046,US-Mexico Border,7-Dec-17,2017,Dec,1,,1,,,1,,Drowning,"Río Bravo, near Peñitas, Hidalgo County, Texas",U.S. Border Patrol,"26.224930549802, -98.445427845508",Central America to US,http://bit.ly/2BKXdWu,Northern America,5
44311,North Africa,7-Dec-17,2017,Dec,4,,4,,,,,Uknown,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.665039060000, 27.887942670000",,,Northern Africa,2
44307,North Africa,6-Dec-17,2017,Dec,3,,3,,,,,Starvation,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.899829300000, 24.088938000000",,,Northern Africa,2
44308,North Africa,6-Dec-17,2017,Dec,2,,2,,,2,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44309,North Africa,6-Dec-17,2017,Dec,2,,2,,,2,1,Starvation,"Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"5.525810700000, 22.788820900000",,,Northern Africa,2
44310,North Africa,6-Dec-17,2017,Dec,1,,1,,1,,,Sickness and lack of access to medicines,"Tobruk, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.941751000000, 32.068175900000",,,Northern Africa,2
44306,North Africa,5-Dec-17,2017,Dec,3,,3,,,,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44011,Mediterranean,4-Dec-17,2017,Dec,3,,3,40,1,2,,Drowning,"Off the coast of Larache, Morocco","La Vanguardia, Asia Pacific Daily, Africa News","35.317984016666, -6.323177650000",Western Mediterranean,"http://bit.ly/2ntZrDM, http://bit.ly/2jfczry, http://bit.ly/2zVJcRw",Uncategorized,3
44012,Mediterranean,4-Dec-17,2017,Dec,1,,1,35,,1,,Drowning,"Off the coast of Maro, Nerja, Spain","Spanish Red Cross, El Diario, ABC Andalucia","36.684664094550, -3.862161322656",Western Mediterranean,"http://bit.ly/2zWUN2I, http://bit.ly/2AwVEbw, http://bit.ly/2nu4uUC",Uncategorized,4
44034,Mediterranean,4-Dec-17,2017,Dec,1,,1,,,1,1,Drowning,"3,5 miles east of Kharrouba, Mostaganem, Algeria",Réflexion,"36.159616714092, 0.134644935938",Western Mediterranean,http://bit.ly/2Bv6qQe,Uncategorized,1
44033,Mediterranean,3-Dec-17,2017,Dec,,3,3,18,,,,Drowning,"Off the coast of Tangiers, Morocco",Alarm Phone,"35.876390459221, -5.811981643750",Western Mediterranean,http://bit.ly/2AHkGrX,Uncategorized,4
44061,US-Mexico Border,3-Dec-17,2017,Dec,1,,1,,,1,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.695436100000, -110.418808600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44062,US-Mexico Border,3-Dec-17,2017,Dec,1,,1,,,1,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.855573200000, -111.320524300000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44305,North Africa,3-Dec-17,2017,Dec,2,,2,,,2,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.609863280000, 29.200423170000",,,Northern Africa,2
48059,North Africa,2-Dec-17,2017,Dec,2,,2,,,2,,Sickness and lack of access to medicines,"Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"26.488741000000, 20.463043000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
44304,North Africa,2-Dec-17,2017,Dec,3,,3,,3,,,Starvation,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.534667970000, 24.297353380000",,,Northern Africa,2
44303,North Africa,1-Dec-17,2017,Dec,10,,10,,,10,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.106445310000, 29.051517840000",,,Northern Africa,2
50807,North Africa,1-Dec-17,2017,Dec,2,,2,,,2,,Vehicle Accident,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.920992000000, 14.103058000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
50806,North Africa,30-Nov-17,2017,Nov,2,,2,,2,,,Harsh conditions,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.239099400834, 13.450413747070",,http://www.mixedmigration.org/4mi/,Northern Africa,2
44009,Mediterranean,30-Nov-17,2017,Nov,,28,28,6,4,24,1,Drowning,"Unspecified location in Gibraltar Strait. Boat left from Asilah, Morocco","Caminando Fronteras, El País","35.928564408919, -5.893536298438",Western Mediterranean,"http://bit.ly/2zBICs0, http://bit.ly/2jzvL2z, http://bit.ly/2kbmi5B",Uncategorized,4
44014,US-Mexico Border,30-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Tecate, Baja California, Mexico",El Mexicano,"32.575382802031, -116.635383545510",Central America to US,http://bit.ly/2AwkzOy,Central America,1
44300,North Africa,30-Nov-17,2017,Nov,14,,14,,1,,1,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44301,North Africa,30-Nov-17,2017,Nov,3,,3,,,3,,Uknown,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.449522100000, 32.781101600000",,,Northern Africa,2
44302,North Africa,30-Nov-17,2017,Nov,2,,2,,,2,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.853759770000, 28.464013180000",,,Northern Africa,2
44004,Mediterranean,29-Nov-17,2017,Nov,3,1,4,2,,,,Drowning,"5 miles south of Tarifa, Cádiz, Spain","Salvamento Marítimo, EFE, El Diario","35.970153678605, -5.603076408984",Western Mediterranean,"http://bit.ly/2k9fLZo, http://bit.ly/2k8VtiE, http://bit.ly/2jwEJxV, http://reut.rs/2iqVm1u",Uncategorized,3
44005,US-Mexico Border,29-Nov-17,2017,Nov,1,,1,,,1,,Shot,"Remote area of the Baboquivari Mountain Range, west of Three Points,  27 miles southwest of Tucson, Arizona, USA","US Border Patrol, AZ Central, Pima Office of the Medical Examiner","31.805409100000, -111.617671300000",Central America to US,"http://bit.ly/2k9vqYx, http://bit.ly/2AdF1Vp",Northern America,5
44386,US-Mexico Border,29-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Laborcitas Creek Ranch, Falfurrias, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,"27.240319400000, -98.204450400000",Central America to US,,Northern America,5
44002,Mediterranean,28-Nov-17,2017,Nov,1,,1,,,1,,Drowning,"5 miles south of Cape Trafalgar, near Barbate, Cádiz, Spain","La Vanguardia, Caminando Fronteras","36.082470985786, -6.026000976563",Western Mediterranean,"http://bit.ly/2igJf78, http://bit.ly/2ieYqO1",Uncategorized,4
44060,US-Mexico Border,28-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.882441400000, -111.396185700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44018,Mediterranean,27-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Body found inside boat in Port of Melilla, Spain","La Vanguardia, El Periódico","35.290387494344, -2.926591903613",Western Mediterranean,"http://bit.ly/2B8UkOs, http://bit.ly/2BVvfDM",Uncategorized,3
44298,US-Mexico Border,27-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Open desert, Salton City, Imperial County, California",Imperial County Coroner's Office,"33.293735437905, -116.030224075840",Central America to US,,Northern America,5
44299,Sub-Saharan Africa,27-Nov-17,2017,Nov,2,,2,,,2,,Sickness and lack of access to medicines,"Cotonou, Benin",Mixed Migration Monitoring Mechanism Initiative (4Mi),"2.391236200000, 6.370292800000",,,Western Africa,2
44294,North Africa,26-Nov-17,2017,Nov,2,,2,,,2,,Starvation,"Brak Shati, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.268665800000, 27.550779000000",,,Northern Africa,2
44295,Sub-Saharan Africa,26-Nov-17,2017,Nov,1,,1,,,1,1,Vehicle Accident,"Dakar, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-17.467686100000, 14.716677000000",,,Western Africa,2
44296,Sub-Saharan Africa,26-Nov-17,2017,Nov,1,,1,,,1,1,Vehicle Accident,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.519660300000, 12.371427700000",,,Western Africa,2
44297,North Africa,26-Nov-17,2017,Nov,3,,3,,,,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.238281250000, 24.557428430000",,,Northern Africa,2
43997,Mediterranean,25-Nov-17,2017,Nov,31,,31,,18,,3,Drowning,"Off the coast of Garabulli, Libya","AFP, BBC, Libyan Coast Guard","32.801959442053, 13.720786873047",Central Mediterranean,"http://bbc.in/2jnlK8P, http://bit.ly/2BfvskW",Uncategorized,5
43998,Mediterranean,25-Nov-17,2017,Nov,1,,1,,,1,,Drowning,"Off the coast of Tarifa, Cádiz, Spain","Caminando Fronteras, ABC","35.988768038194, -5.611316155078",Western Mediterranean,"http://bit.ly/2jqOBc7, http://bit.ly/2zs4i9L",Uncategorized,4
43999,Mediterranean,25-Nov-17,2017,Nov,1,,1,,,,,Drowning,"Off the coast of Barbate, Cádiz, Spain","Caminando Fronteras, ABC","36.178832465467, -5.909786224365",Western Mediterranean,"http://bit.ly/2jqOBc7, http://bit.ly/2zs4i9L",Uncategorized,4
44000,Mediterranean,25-Nov-17,2017,Nov,6,,6,,,,,Drowning,Unspecified location off the coast of Morocco,Caminando Fronteras,"35.850559281577, -5.679503544922",Western Mediterranean,http://bit.ly/2zs4i9L,Uncategorized,4
44001,Mediterranean,25-Nov-17,2017,Nov,1,,1,66,,1,1,Suffocation,"Off the coast of Mytilene, Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.117926486658, 26.584397197559",Eastern Mediterranean,"http://bit.ly/2iVS7Mn, http://www.hcg.gr/node/16588, http://bit.ly/2ADg19V",Uncategorized,5
44031,Mediterranean,24-Nov-17,2017,Nov,1,,1,,,1,,Drowning,"3 nautical miles east of Benabdelmalek Ramdane, 38 km east of Mostaganem, Algeria",Réflexion,"36.198825876138, 0.218307777344",Western Mediterranean,http://bit.ly/2j9ox5L,Uncategorized,1
44059,US-Mexico Border,24-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.179197800000, -112.947334100000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44292,North Africa,24-Nov-17,2017,Nov,20,,20,,,,,Vehicle Accident,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.140259400000, 30.214647000000",,,Northern Africa,2
44293,North Africa,24-Nov-17,2017,Nov,2,,2,,,2,,Excessive Physical Abuse,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.449522100000, 32.781101600000",,,Northern Africa,2
43993,Mediterranean,23-Nov-17,2017,Nov,1,20,21,,1,,,Sickness and lack of access to medicines,Unspecified location between Libya and Italy,"MSF Sea, Proactiva Open Arms, UNHCR via DPA","34.060179168559, 13.059502362500",Central Mediterranean,"http://bit.ly/2A7yybs, http://bit.ly/2BgQX5M, http://bit.ly/2jptYxi, http://bit.ly/2hUswSX",Uncategorized,4
44030,Mediterranean,23-Nov-17,2017,Nov,1,,1,,,,,Drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, Algérie Presse Service","36.059764585990, 0.090699623438",Western Mediterranean,"http://bit.ly/2kGFFjD, http://bit.ly/2kI1LCb",Uncategorized,3
43992,Mediterranean,22-Nov-17,2017,Nov,,6,6,107,,1,,Drowning,Unspecified location between Libya and Italy,Proactiva Open Arms,"34.405333936080, 13.982353925000",Central Mediterranean,http://bit.ly/2hWHagg,Uncategorized,4
44029,Mediterranean,22-Nov-17,2017,Nov,1,,1,,,1,,Drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, Algérie Presse Service","36.055323767952, 0.076966713281",Western Mediterranean,"http://bit.ly/2kGFFjD, http://bit.ly/2kI1LCb",Uncategorized,3
44289,Sub-Saharan Africa,22-Nov-17,2017,Nov,1,,1,,,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",,,Western Africa,2
44290,Sub-Saharan Africa,22-Nov-17,2017,Nov,1,,1,,,1,1,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-8.002889200000, 12.639231600000",,,Western Africa,2
44291,North Africa,22-Nov-17,2017,Nov,3,,3,,,,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.919921880000, 24.537441720000",,,Northern Africa,2
44287,North Africa,21-Nov-17,2017,Nov,1,,1,,1,,1,Harsh conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.062500000000, 25.195311080000",,,Northern Africa,2
44288,North Africa,21-Nov-17,2017,Nov,1,,1,,,1,,Harsh conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.578613280000, 25.215191680000",,,Northern Africa,2
44286,North Africa,20-Nov-17,2017,Nov,2,,2,,,2,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.677734380000, 24.956491290000",,,Northern Africa,2
43984,Mediterranean,19-Nov-17,2017,Nov,3,1,4,,,3,1,Drowning,"Santa Catalina, Ceuta, Spain","El Faro de Ceuta, Caminando Fronteras","35.904917419285, -5.291584069312",Western Mediterranean,"http://bit.ly/2AY0ddX, http://bit.ly/2jby8bE, http://bit.ly/2j994Ca, http://bit.ly/2AipgJK, http://bit.ly/2ARCLzz",Uncategorized,4
43985,US-Mexico Border,19-Nov-17,2017,Nov,1,4,5,,,1,,Drowning,"Off the coast of La Jolla, San Diego County, California",KUSI News,"32.831945758514, -117.288437837700",Central America to US,http://bit.ly/2zjFwNo,Northern America,1
43989,US-Mexico Border,19-Nov-17,2017,Nov,1,,1,,,,,Drowning,"All American Canal, between Bowker and Cole St., Calexico, Imperial County, California, USA",La Crónica,"32.694220045164, -115.465535807870",Central America to US,http://bit.ly/2A26W9x,Northern America,1
44283,North Africa,18-Nov-17,2017,Nov,20,,20,,,,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44284,North Africa,18-Nov-17,2017,Nov,3,,3,,,,,Sickness and lack of access to medicines,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.856858600000, 23.311238900000",,,Northern Africa,2
44285,North Africa,18-Nov-17,2017,Nov,1,,1,,1,,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.741699220000, 29.277115800000",,,Northern Africa,2
44028,Mediterranean,17-Nov-17,2017,Nov,1,,1,,,,,Drowning,"Off the coast of Mostaganem, Algeria","Algérie Presse Service, Le Huffington Post Algeria","36.101939856583, 0.057740639063",Western Mediterranean,"http://bit.ly/2kI1LCb, http://bit.ly/2ARL2U7",Uncategorized,3
44058,US-Mexico Border,17-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.904501800000, -110.419927800000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44282,North Africa,17-Nov-17,2017,Nov,3,,3,,,,,Uknown,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"34.008439500000, 17.701452500000",,,Northern Africa,2
44015,Mediterranean,16-Nov-17,2017,Nov,1,,1,,,,,Drowning,"Al Maya, west of Tripoli, Libya",IOM Libya,"32.811542676207, 12.897253417969",Central Mediterranean,,Uncategorized,4
44057,US-Mexico Border,16-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.965863000000, -110.245072000000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44279,Sub-Saharan Africa,16-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",,,Western Africa,2
44280,Sub-Saharan Africa,16-Nov-17,2017,Nov,2,,2,,,2,,Starvation,"N'Djamena, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.055741500000, 12.134845700000",,,Western Africa,2
44281,North Africa,16-Nov-17,2017,Nov,1,,1,,1,,,Uknown,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.191338300000, 32.887209400000",,,Northern Africa,2
44273,US-Mexico Border,15-Nov-17,2017,Nov,1,,1,,,1,,Uknown,"Open desert, Ocotillo,  Imperial County, California",Imperial County Coroner's Office,"32.776457961447, -116.026452338870",Central America to US,,Northern America,5
44274,North Africa,15-Nov-17,2017,Nov,5,,5,,,,,Starvation,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.899829300000, 24.088938000000",,,Northern Africa,2
44275,North Africa,15-Nov-17,2017,Nov,2,,2,,,2,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44276,Sub-Saharan Africa,15-Nov-17,2017,Nov,1,,1,,,1,,Starvation,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.305154200000, 11.164921900000",,,Western Africa,2
44277,Sub-Saharan Africa,15-Nov-17,2017,Nov,2,,2,,,2,,Excessive Physical Abuse,"Dori, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.023320800000, 14.024647300000",,,Western Africa,2
44278,Sub-Saharan Africa,15-Nov-17,2017,Nov,2,,2,,,2,,Excessive Physical Abuse,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.027986700000, 16.263980700000",,,Western Africa,2
44270,North Africa,14-Nov-17,2017,Nov,3,,3,,,3,,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
44271,North Africa,14-Nov-17,2017,Nov,2,,2,,,,,Uknown,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.449522100000, 32.781101600000",,,Northern Africa,2
44272,North Africa,14-Nov-17,2017,Nov,1,,1,,1,,,Sickness and lack of access to medicines,"Suakin, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"37.329286100000, 19.104038900000",,,Northern Africa,2
44268,Sub-Saharan Africa,13-Nov-17,2017,Nov,1,,1,,,1,1,Dehydration,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"2.125385400000, 13.511596300000",,,Western Africa,2
44269,North Africa,13-Nov-17,2017,Nov,2,,2,,,2,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.665039060000, 27.887942670000",,,Northern Africa,2
43976,Mediterranean,12-Nov-17,2017,Nov,2,,2,,,,,Drowning,"Bodies retrieved near Al Maya, west of Tripoli, Libya",IOM Libya,"32.821929803103, 12.898626708984",Central Mediterranean,,Uncategorized,4
44265,Sub-Saharan Africa,12-Nov-17,2017,Nov,1,,1,,1,,,Sickness and lack of access to medicines,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.519660300000, 12.371427700000",,,Western Africa,2
44266,North Africa,12-Nov-17,2017,Nov,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.429023600000, 27.036540600000",,,Northern Africa,2
44267,North Africa,12-Nov-17,2017,Nov,3,,3,,,,,Harsh conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.609863280000, 29.200423170000",,,Northern Africa,2
43972,Mediterranean,11-Nov-17,2017,Nov,1,,1,,,1,1,Drowning,"Palios Madamou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343995090707, 26.383975862793",Eastern Mediterranean,http://www.hcg.gr/node/16479,Uncategorized,5
43975,US-Mexico Border,11-Nov-17,2017,Nov,1,,1,,,1,,Drowning,"Río Bravo, Díaz Ordaz, Tamaulipas, Mexico",El Mañana,"26.234772644307, -98.580264224268",Central America to US,"http://bit.ly/2iX18UM, http://bit.ly/2zKRexc",Central America,3
43986,Mediterranean,11-Nov-17,2017,Nov,1,,1,,1,,,Drowning,"Off the coast of Mantamado, northeastern coast of Lesvos, Greece","IOM Turkey, Turkish Coast Guard Command","39.328328251178, 26.428951143555",Eastern Mediterranean,,Uncategorized,4
44264,Sub-Saharan Africa,11-Nov-17,2017,Nov,1,,1,,,1,,Vehicle Accident,"Tunduma, on the Tanzania-Zambia border",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.768947900000, 9.309564800000",,,Eastern Africa,2
