Web ID,Region of Incident,ReportedDate,Reported_Year,Reported_Month,Number Dead,Minimum Estimated Number of Missing,TotalDeadandMissing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality,
51341,Sub-Saharan Africa,19-Sep-18,2018,Sep,2,,2,,1,1,2,Vehicle Accident,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.450000000000, -6.266667000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45932,Mediterranean,18-Sep-18,2018,Sep,1,,1,,,1,,Drowning,"50 nautical miles south of Port of Motril, Granada, Spain","El País, Granada Hoy","36.413971904222, -3.480957442578",Western Mediterranean,"https://bit.ly/2MThY3S, https://bit.ly/2MPNWh6",Uncategorized,3,
51334,Sub-Saharan Africa,18-Sep-18,2018,Sep,1,,1,,,,,Shot,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.450000000000, -11.433333000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51335,Sub-Saharan Africa,18-Sep-18,2018,Sep,1,,1,,1,,,Sickness and lack of access to medicines,"Dakar, Senegal",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.692778000000, -17.446667000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51336,Sub-Saharan Africa,18-Sep-18,2018,Sep,1,,1,,1,,,Uknown,"Cotonou, Benin",Mixed Migration Monitoring Mechanism Initiative (4mi),"6.366667000000, 2.433333000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51337,Sub-Saharan Africa,18-Sep-18,2018,Sep,1,,1,,,1,,Sickness and lack of access to medicines,"Conakry, Guinea",Mixed Migration Monitoring Mechanism Initiative (4mi),"9.516667000000, -13.700000000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51338,Sub-Saharan Africa,18-Sep-18,2018,Sep,1,,1,,,1,1,Dehydration,"Sevare, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.533333000000, -4.100000000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45920,Mediterranean,17-Sep-18,2018,Sep,2,1,3,16,3,,,Drowning,"Bağlar Bay, Bodrum, province of Muğla, Turkey",Turkish Coast Guard via IOM Turkey,"37.006515703833, 27.431140814819",Eastern Mediterranean,"https://bit.ly/2OsaqGQ, https://bit.ly/2xwUg7T, https://bit.ly/2RgmaBy",Uncategorized,5,
45930,North Africa,17-Sep-18,2018,Sep,3,,3,,,3,,Uknown,"100KM from Jaghboub, Libya, near border with Egypt",Masress,"29.732195242955, 24.810723377344",,https,//bit.ly/2QG50JN,Northern Africa,1
45931,Mediterranean,17-Sep-18,2018,Sep,1,,1,,1,,,Drowning,"Herradura Bay, Almuñécar, Granada, Spain","El País, Granada Hoy","36.727135137532, -3.747944917041",Western Mediterranean,"https://bit.ly/2MThY3S, https://bit.ly/2MPNWh6",Uncategorized,3,
51333,Sub-Saharan Africa,17-Sep-18,2018,Sep,1,,1,,,1,,Vehicle Accident,"Desert near Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"17.275026000000, 8.339431000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45919,Mediterranean,16-Sep-18,2018,Sep,,1,1,54,1,,,Drowning,"Unspecified location in Alboran Sea, between Morocco and Spain",Caminando Fronteras,"36.072450542211, -3.002072231250",Western Mediterranean,"https://bit.ly/2NhbUHs, https://bit.ly/2xqv2aT, https://bit.ly/2xp7ILR",Uncategorized,4,
45938,US-Mexico Border,16-Sep-18,2018,Sep,1,,1,,,1,,Drowning,"All American Canal, Holtville, Imperial County, California, USA","Imperial County Coroner's Office, La Cronica, MBC","32.682497093101, -115.317239175340",Central America to US,"https://bit.ly/2NwTKSd, https://bit.ly/2DfIlkR",Northern America,5,
46059,Sub-Saharan Africa,16-Sep-18,2018,Sep,1,,1,,1,,1,Drowning,Body recovered on beach of Mayotte,Europe 1,"-12.714997446292, 45.050887554688",,https,//bit.ly/2F6IjwD,Eastern Africa,1
51327,Sub-Saharan Africa,16-Sep-18,2018,Sep,1,,1,,1,,,Uknown,"Near Nampula, Mozambique",Mixed Migration Monitoring Mechanism Initiative (4mi),"-15.137787000000, 39.230025000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51328,Sub-Saharan Africa,16-Sep-18,2018,Sep,1,,1,,,1,1,Sickness and lack of access to medicines,"Near Dzaleka, Malawi",Mixed Migration Monitoring Mechanism Initiative (4mi),"-13.662830000000, 33.870444000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51329,Sub-Saharan Africa,16-Sep-18,2018,Sep,2,,2,,2,,,Sickness and lack of access to medicines,"Yamoussoukro, Cote d'Ivoire",Mixed Migration Monitoring Mechanism Initiative (4mi),"6.816667000000, -5.283333000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51330,Sub-Saharan Africa,16-Sep-18,2018,Sep,1,,1,,,1,1,Sickness and lack of access to medicines,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.511667000000, 2.083920000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51331,Sub-Saharan Africa,16-Sep-18,2018,Sep,1,,1,,,,,Sickness and lack of access to medicines,"Benin, near the border with Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.176623000000, 0.954152000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51332,Sub-Saharan Africa,16-Sep-18,2018,Sep,2,,2,,2,,1,Dehydration,"Desert near Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"17.288454000000, 8.188231000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45928,US-Mexico Border,15-Sep-18,2018,Sep,1,,1,,,1,,Drowning,"Río Bravo, near Bvd. Luis Donaldo Colosio and Calle Hidalgo, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, Milenio, Cambio Digital","27.496566919972, -99.491563561902",Central America to US,"https://bit.ly/2Nez7tH, https://bit.ly/2xn9TyE, https://bit.ly/2xct5jh",Central America,3,
45929,Mediterranean,15-Sep-18,2018,Sep,1,,1,,,,,Drowning,"Body recovered in Playa Castell de Ferro, Gualchos, Granada, Spain","El País, Granada Hoy","36.722084353020, -3.357001443347",Western Mediterranean,"https://bit.ly/2MThY3S, https://bit.ly/2MPNWh6",Uncategorized,3,
51325,Sub-Saharan Africa,15-Sep-18,2018,Sep,1,,1,,1,,,Uknown,"Abidjan, Cote d'Ivoire",Mixed Migration Monitoring Mechanism Initiative (4mi),"5.316667000000, -4.033333000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51326,Sub-Saharan Africa,15-Sep-18,2018,Sep,2,,2,,1,1,,Vehicle Accident,"Koubia, Guinea",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.583333000000, -11.900000000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45988,US-Mexico Border,14-Sep-18,2018,Sep,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.087759600000, -112.905880200000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51322,Sub-Saharan Africa,14-Sep-18,2018,Sep,1,,1,,,1,,Vehicle Accident,"Near Dar es Salaam, Tanzania",Mixed Migration Monitoring Mechanism Initiative (4mi),"-6.816579000000, 39.081499000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51323,Sub-Saharan Africa,14-Sep-18,2018,Sep,1,,1,,1,,,Sickness and lack of access to medicines,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.266667000000, -0.050000000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51324,Sub-Saharan Africa,14-Sep-18,2018,Sep,2,,2,,,2,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.967643000000, 7.985137000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45915,Mediterranean,13-Sep-18,2018,Sep,1,,1,,,1,,Drowning,"Body recovered near La Almadraba, Ceuta, Spain","Ceuta Actualidad, El Faro de Ceuta","35.915226361080, -5.269480794175",Western Mediterranean,"https://bit.ly/2Qqdrc3, https://bit.ly/2QYkgSr, https://bit.ly/2A071KB",Uncategorized,3,
45918,Mediterranean,13-Sep-18,2018,Sep,3,,3,,1,1,,Drowning,"Bodies recovered near Beni Ensar, Nador province, Morocco","Melilla Hoy, Ali Zoubeidi vita Twitter","35.265581018218, -2.914681639551",Western Mediterranean,"https://bit.ly/2xdINuo, https://bit.ly/2p4e12C, https://bit.ly/2N9R8t4, https://bit.ly/2MtnZDX",Uncategorized,3,
45987,US-Mexico Border,13-Sep-18,2018,Sep,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.814667100000, -111.857700800000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51320,Sub-Saharan Africa,13-Sep-18,2018,Sep,3,,3,,,,,Shot,"Near Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.499142000000, -11.459961000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51321,Sub-Saharan Africa,13-Sep-18,2018,Sep,4,,4,,1,1,,Shot,"Mali, near border with Cote d'Ivoire",Mixed Migration Monitoring Mechanism Initiative (4mi),"10.597203000000, -7.463892000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45925,US-Mexico Border,12-Sep-18,2018,Sep,1,,1,1,,1,,Exposure,"Yuha desert near Calexico, Imperial County, California, USA","Imperial County Coroner's Office, US Border Patrol","32.674161055978, -115.739300107930",Central America to US,https,//bit.ly/2xhMGyp,Northern America,5
51319,Sub-Saharan Africa,12-Sep-18,2018,Sep,1,,1,,1,,,Sickness and lack of access to medicines,"Mopti, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.495833000000, -4.198611000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45914,Mediterranean,11-Sep-18,2018,Sep,1,,1,,1,,,Drowning,"Body recovered on Las Salinas beach, Roquetas de Mar, Almería, Spain",IDEAL,"36.779379943873, -2.593665135165",Western Mediterranean,https,//bit.ly/2Mo7KYO,Uncategorized,1
45924,US-Mexico Border,11-Sep-18,2018,Sep,1,,1,,,1,,Dehydration,"Open desert in Jacumba Wilderness Area near Ocotillo, Imperial County, California, USA","Imperial County Coroner's Office, US Border Patrol","32.657549291591, -116.023109372710",Central America to US,https,//bit.ly/2xhMGyp,Northern America,5
45985,US-Mexico Border,11-Sep-18,2018,Sep,1,,1,,,1,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.829413600000, -111.837116800000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45986,US-Mexico Border,11-Sep-18,2018,Sep,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.386472500000, -112.872826200000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51318,North Africa,11-Sep-18,2018,Sep,2,,2,,1,1,,Excessive Physical Abuse,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
45913,Mediterranean,10-Sep-18,2018,Sep,6,,6,,3,3,1,Drowning,"Beach in Driouch province, near Nador, Morocco","Al Yaoum, Association Marocaine des Droits Humains - Section Nador","35.189678817192, -3.381137862305",Western Mediterranean,"https://bit.ly/2N7TjgZ, https://www.facebook.com/AmdhNador/posts/2183538558525074, https://www.facebook.com/AmdhNador/posts/2183505975194999",Uncategorized,4,
45984,US-Mexico Border,10-Sep-18,2018,Sep,1,,1,,,1,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.500087200000, -111.474716200000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51316,Sub-Saharan Africa,10-Sep-18,2018,Sep,1,,1,,1,,,Vehicle Accident,"Ferkessedougou, Cote d'Ivoire",Mixed Migration Monitoring Mechanism Initiative (4mi),"9.583333000000, -5.200000000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51317,Sub-Saharan Africa,10-Sep-18,2018,Sep,2,,2,,,2,,Vehicle Accident,"Sikasso, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.316667000000, -5.666667000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51313,North Africa,9-Sep-18,2018,Sep,2,,2,,2,,1,Harsh conditions,"Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.943709000000, 27.672666000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51314,North Africa,9-Sep-18,2018,Sep,2,,2,,,2,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.143170000000, 23.823002000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51315,Sub-Saharan Africa,9-Sep-18,2018,Sep,6,,6,,1,1,,Vehicle Accident,"Chad, near border with Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.617049000000, 15.752160000000",,http,//www.mixedmigration.org/4mi/,Central Africa,2
51311,Horn of Africa,6-Sep-18,2018,Sep,15,,15,,,15,,Starvation,"Near Hayu, on the way between Dikhil and Tadjoura, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.668239000000, 42.691830000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51312,North Africa,6-Sep-18,2018,Sep,1,,1,,,1,,Excessive Physical Abuse,"Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.074280000000, 34.434549000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
45905,Mediterranean,5-Sep-18,2018,Sep,5,,5,53,1,4,,Drowning,"62 miles south of Alboran Island, Alboran Sea, between Morocco and Spain","Salvamento Marítimo, Ideal, Caminando Fronteras","35.613574869223, -3.107125232813",Western Mediterranean,"https://bit.ly/2MVhjDX, https://bit.ly/2CrwRu0, https://www.facebook.com/helena.malenogarzon/posts/2081535261878780",Uncategorized,5,
45906,Mediterranean,5-Sep-18,2018,Sep,,6,6,52,,,,Drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain",Caminando Fronteras,"35.613805720401, -3.880978481250",Western Mediterranean,https,//www.facebook.com/helena.malenogarzon/posts/2081535261878780,Uncategorized,4
45983,US-Mexico Border,4-Sep-18,2018,Sep,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45904,Mediterranean,3-Sep-18,2018,Sep,,5,5,30,,,,Drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain",Caminando Fronteras,"35.876619034558, -3.354317615625",Western Mediterranean,"https://bit.ly/2Ch5DGy, https://bit.ly/2LXMTv4",Uncategorized,4,
45909,US-Mexico Border,3-Sep-18,2018,Sep,1,,1,,,1,,Dehydration,"Ranch north of Laredo, Webb County, Texas, USA","Vox, Valor por Tamaulipas","27.622868783483, -99.356489888281",Central America to US,"https://bit.ly/2p5d3mO, https://bit.ly/2N6im3T",Northern America,3,
46029,Mediterranean,3-Sep-18,2018,Sep,,61,61,,1,1,,Drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Watch the Med - Alarmphone, Association Marocaine des Droits Humains - Section Nador","35.752123340697, -4.375363246875",Western Mediterranean,"https://www.facebook.com/watchthemed.alarmphone/posts/2216612265279671, https://www.facebook.com/AmdhNador/posts/2201518753393721",Uncategorized,4,
45903,US-Mexico Border,2-Sep-18,2018,Sep,1,,1,,,,,Uknown,"Ranch near Armstrong, Kenedy County, Texas, USA",US Border Patrol,"26.883280977966, -97.855127623242",Central America to US,https,//bit.ly/2oKGTNj,Northern America,5
51310,Sub-Saharan Africa,2-Sep-18,2018,Sep,3,,3,,1,1,,Vehicle Accident,"Yamoussoukro, Cote d'Ivoire",Mixed Migration Monitoring Mechanism Initiative (4mi),"6.816667000000, -5.283333000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45917,Mediterranean,1-Sep-18,2018,Sep,2,128,130,55,1,1,20,Drowning,"Off the coast of Al Khums, Libya","Médecins sans Frontières, UNHCR, IOM Italy","32.724921395263, 14.348923069922",Central Mediterranean,"https://bit.ly/2x0ZNnI, https://bit.ly/2NKMePw, https://bit.ly/2p2iva8",Uncategorized,4,
49265,US-Mexico Border,1-Sep-18,2018,Sep,1,,1,,,1,,Uknown,"Private ranch, 10 to 12 miles SW of Fort Davis, Jeff Davis County, Texas, USA",Jeff Davis County Sheriff's Office,"30.567538988812, -103.987322443550",,,Northern America,5,
45902,US-Mexico Border,31-Aug-18,2018,Aug,1,,1,,,1,,Drowning,"Río Bravo, near 1300 Military Road, San Juan, Hidalgo County, Texas, USA","US Border Patrol, Hidalgo County Sheriff's Office","26.065587500000, -98.166589500000",Central America to US,https,//bit.ly/2oKGTNj,Northern America,5
45895,US-Mexico Border,30-Aug-18,2018,Aug,1,,1,,,1,,Drowning,"Río Bravo, near International Bridge II, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.698480107631, -100.510242529640",Central America to US,https,//bit.ly/2NKOxSv,Northern America,1
45893,Horn of Africa,29-Aug-18,2018,Aug,33,,33,326,11,22,,Drowning,"Off the coast of Nashmia, district of Rudum, Shabwa Governorate, Yemen","IOM Yemen, Xinhua, Sahafaty, Hayatweb, 7adramout","13.928812408127, 48.993845334375",Horn Africa to Yemen,"https://bit.ly/2NFSTKN, https://bit.ly/2MHzFb3, https://bit.ly/2PqlLXZ, https://bit.ly/2LQCCkk",Western Asia,4,
45894,US-Mexico Border,29-Aug-18,2018,Aug,1,,1,,,1,,Dehydration,"Ranch near USBP Checkpoint Highway 83, Webb County, Texas, USA",US Border Patrol via Breitbart,"28.004407539922, -99.567097186816",Central America to US,https,//bit.ly/2LSo1oH,Northern America,1
46020,US-Mexico Border,29-Aug-18,2018,Aug,1,,1,,,1,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http,//www.humaneborders.info/app/map.asp,Northern America,5
46028,Mediterranean,29-Aug-18,2018,Aug,13,39,52,,6,,,Drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain. Bodies recovered near Marsa Ben M’hidi, Tlemcen, Algeria and Plage de Saïdia, Morocco","Watch the Med - Alarmphone, Le Quotidien d'Oran, Liberté Algérie","35.173443204721, -2.208013621094",Western Mediterranean,"https://www.facebook.com/watchthemed.alarmphone/posts/2216612265279671, https://bit.ly/2Ah4I5O, https://bit.ly/2EpdbIe, https://bit.ly/2N3di01, https://bit.ly/2CJcys7",Uncategorized,4,
51308,Horn of Africa,29-Aug-18,2018,Aug,1,,1,,,1,,Starvation,"Galaffi, Djibouti, near border with Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.719698000000, 41.838791000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51309,North Africa,29-Aug-18,2018,Aug,1,,1,,,1,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.143170000000, 23.823002000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
45887,US-Mexico Border,28-Aug-18,2018,Aug,1,,1,,,1,,Uknown,"Near Hebbronville, Jim Hogg County, Texas, USA",US Border Patrol,"27.209042291842, -98.672858435937",Central America to US,https,//bit.ly/2MEGyu0,Northern America,5
45888,US-Mexico Border,28-Aug-18,2018,Aug,2,,2,,,2,,Drowning,"Canal in El Paso's Lower Valley, El Paso County, Texas, USA",El Paso Times,"31.661041531089, -106.256308555600",Central America to US,https,//bit.ly/2MEA91U,Northern America,1
45889,US-Mexico Border,28-Aug-18,2018,Aug,1,,1,,,,,Uknown,"Unspecified - Dimmit, Edwards, Kinney, Maverick, Real, Uvalde or Zavala County, Texas, USA",Zócalo,"29.226621585441, -100.363238881250",Central America to US,https,//bit.ly/2NxqgiP,Northern America,1
51306,North Africa,28-Aug-18,2018,Aug,1,,1,,1,,,Excessive Physical Abuse,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51307,Horn of Africa,28-Aug-18,2018,Aug,2,,2,,,2,,Shot,"Near Jijiga, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi),"9.322813000000, 42.787821000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
45892,US-Mexico Border,27-Aug-18,2018,Aug,1,,1,,,1,,Dehydration,"Ranch west of Falfurrias on U.S. Highway 285, Brooks County, Texas, USA",Brooks County Sheriff via Breitbart,"27.230363790235, -98.193377309015",Central America to US,https,//bit.ly/2ozQ2YR,Northern America,1
46019,US-Mexico Border,27-Aug-18,2018,Aug,1,,1,,,,,Uknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http,//www.humaneborders.info/app/map.asp,Northern America,5
51305,Horn of Africa,27-Aug-18,2018,Aug,1,,1,,,1,,Dehydration,"Near Dikhil, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.102066000000, 42.377063000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
45886,US-Mexico Border,26-Aug-18,2018,Aug,1,,1,,,1,,Uknown,"Ranch near Freer, Webb County, Texas, USA",El Mañana,"27.777139204350, -98.712549980078",Central America to US,https,//bit.ly/2wsIt9Y,Northern America,1
51304,North Africa,26-Aug-18,2018,Aug,1,,1,,1,,,Vehicle Accident,"Unspecified location in the Sahara desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi),"22.396611000000, 26.693147000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
46108,US-Mexico Border,25-Aug-18,2018,Aug,1,,1,,,,,Exposure,"Near the Sawtooth Mountains, San Diego County, California, USA","San Diego County Medical Examiner, Armadillos Búsqueda y Rescate, Noticias YA","32.525251011768, -116.213988199970",Central America to US,https,//bit.ly/2PNC6df,Northern America,5
51302,North Africa,25-Aug-18,2018,Aug,2,,2,,1,1,,Dehydration,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"25.562181000000, 14.257533000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51303,North Africa,25-Aug-18,2018,Aug,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"27.004996000000, 14.411008000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
45881,Mediterranean,24-Aug-18,2018,Aug,1,1,2,,,1,,Drowning,"Off the coast of Alboran Island, Spain","Eldiario.es, La Vanguardia, El Plural","35.948636914561, -3.036400745508",Western Mediterranean,"https://bit.ly/2obVCAz, https://bit.ly/2PHgQTy, https://bit.ly/2PHCGX1",Uncategorized,3,
45882,US-Mexico Border,24-Aug-18,2018,Aug,1,,1,,,1,,Drowning,"Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico","La Tarde, Hoy Tamaulipas","26.202446800000, -98.447132200000",Central America to US,"https://bit.ly/2ocBdeD, https://bit.ly/2NnwphF",Central America,3,
45885,US-Mexico Border,24-Aug-18,2018,Aug,1,,1,,,,,Uknown,"Near La Grulla, Starr County, Texas, USA",US Border Patrol,"26.263280364681, -98.649906351343",Central America to US,https,//bit.ly/2MB2tSK,Northern America,5
51301,North Africa,24-Aug-18,2018,Aug,2,,2,,2,,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.312078000000, 13.574271000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
45880,US-Mexico Border,23-Aug-18,2018,Aug,1,,1,,1,,,Drowning,"Río Bravo, near Colonia Claudette, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, Milenio","27.429079596371, -99.493085820933",Central America to US,"https://bit.ly/2LvgXhx, https://bit.ly/2wzGXmH",Central America,3,
51296,North Africa,23-Aug-18,2018,Aug,1,,1,,,1,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.364317000000, 16.907131000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51297,North Africa,23-Aug-18,2018,Aug,4,,4,,2,1,1,Shot,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"31.986596000000, 20.297225000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51298,Horn of Africa,23-Aug-18,2018,Aug,2,,2,,,2,,Starvation,"Near Bossaso, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.275784000000, 49.121736000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51299,North Africa,23-Aug-18,2018,Aug,2,,2,,2,,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51300,Sub-Saharan Africa,23-Aug-18,2018,Aug,1,,1,,,1,,Sickness and lack of access to medicines,"St. Louis, Senegal",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.033333000000, -16.500000000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
45870,Mediterranean,22-Aug-18,2018,Aug,2,,2,100,,,,Uknown,68nm south of Malta,Armed Forces of Malta,"34.880925997214, 14.210621078125",Central Mediterranean,"https://bit.ly/2N6rn8W, https://bit.ly/2w4ZM1y",Uncategorized,5,
51294,North Africa,22-Aug-18,2018,Aug,2,,2,,,2,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.424415000000, 23.752598000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51295,North Africa,22-Aug-18,2018,Aug,1,,1,,,1,,Sickness and lack of access to medicines,"Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.074280000000, 34.434549000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
45868,US-Mexico Border,21-Aug-18,2018,Aug,1,,1,,,,,Uknown,"Unspecified location, Kenedy County, Texas, USA",US Border Patrol,"26.869714700000, -97.698227200000",Central America to US,https,//bit.ly/2LiiCa7,Northern America,5
45879,US-Mexico Border,21-Aug-18,2018,Aug,1,,1,,,,,Drowning,"Water basin south of Mercedes, Hidalgo County, Texas, USA",US Border Patrol,"26.130072391335, -97.914126184131",Central America to US,https,//bit.ly/2o2VRhi,Northern America,5
46018,US-Mexico Border,21-Aug-18,2018,Aug,1,,1,,,1,,Exposure,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http,//www.humaneborders.info/app/map.asp,Northern America,5
51292,North Africa,21-Aug-18,2018,Aug,1,,1,,1,,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.939648000000, 14.483935000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51293,Sub-Saharan Africa,21-Aug-18,2018,Aug,2,,2,,1,1,1,Uknown,"Kumasi, Ghana",Mixed Migration Monitoring Mechanism Initiative (4mi),"6.666667000000, -1.616667000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
